00626a,a956fb
dab39d,abc51c
b1b47e,1a8952
ba586d,3f06ad
aa1e22,292e4e
647126,3f6bbd
cd75f1,9cfc73
1a7674,7fa9f8
7b499c,f4af36
2ba525,85176c
1fea4f,e03436
49ddfc,804a75
c3d898,87db2d
7e2cf7,574533
701648,c879cf
01f23b,d3145a
c48249,aec179
14bb94,b8b068
fd662d,14113a
5d35ac,ae26c2
4bf89c,5ae1e0
6aef8c,692392
407402,9ca072
7e8359,bacf61
95a912,6033f0
2166a3,376f0c
8f0c3f,6842bc
fc9fee,d5e902
641ad8,0e23cd
ac5ca9,20040f
f231c2,259c5d
6d4f12,ee3fc5
01189d,4bb99e
728a6f,29d0c0
01189a,c712da
01189b,d5cb17
7504e8,92f7ab
f89bb7,1f550e
39c4dc,36e2c7
00f894,a6ccd3
00f895,e3e9d8
93f32a,3ffbe3
00f890,744df3
d0711f,60a525
875deb,8ecf24
00f87f,a3d2d1
00f87b,e2078d
45b2cb,ee3742
ecd78e,7ad4a8
941335,faccc8
01188e,8edb87
b6a447,a6bd0f
5d6b39,321735
00f887,663012
1f0fe7,ae51a3
00f889,f666e4
038bc8,8ec17c
011893,c13ffe
00f885,c85e75
011892,d627c0
dc18c7,d40d7d
011897,927c47
00f880,5553fd
5f75a1,6cbae7
9f45ba,1a3e06
011896,c8300e
f8b866,9fac73
6cf9c3,4e0093
3b6e89,191a10
c1cbed,1c73b3
2b5532,0d7db2
146b69,1a5b8c
616c1b,f37724
6a9f75,967a83
941360,0c9e5f
802f8f,e799a9
dc18f6,1b0489
1e9fc3,3af96c
5d35ed,efe47a
3b6e97,583428
2f7f7d,4530b2
d01aac,da7381
a9eeee,81a2b2
0ae4c1,fd969a
00f89e,9dcc8b
979926,8b98d6
93f325,29d29d
6a9f84,9c349a
4f523c,a1a7c9
3c32d1,859f17
4562e6,3f5034
79d55d,9e30b2
b09e61,fa3eac
6b0f4e,9fe68b
87add8,c2abdc
0b3a32,51a4f7
00f88f,75279d
9adb6d,dc5f5b
0117f2,b845b6
0fd52a,4fef77
e7d508,ae27dc
8728cf,04922c
0117f3,838e9f
539392,d7db31
0117f8,1409d1
00f7cb,749a85
449e6e,f00698
a5fa67,0d1ec9
28e79b,6df151
bde247,b29cdc
8a71b9,99c08d
220c41,bd4d2c
00f7d3,fb3801
00f7d0,6c778e
f721db,18c050
0117e4,653264
0117e2,3a9db7
3c3404,6efd54
0117e3,a58b3d
309060,4735e3
989317,f5c945
00f7bc,9ab669
689b4b,670710
c63950,3b6970
be023b,8e9f39
0117ca,4dd338
d6f6b5,91a889
c63955,a7e887
0117ce,500382
735029,9e7564
00f7c4,fec4ea
b83cdf,36e81a
b09f53,4a14ce
44b8e2,8edb2d
219c73,8a5d16
d2ac6a,0261aa
e78507,67eeee
00f7ed,31abce
00f7ef,a420fe
6df573,a68f62
0117fa,dc43e2
00f7ea,ad1f9d
792fa0,24db7b
63c705,219ce1
0117fe,a1a103
c17be5,5d166e
c9c1c6,857c9f
0117fd,8c0748
324674,ab8ab8
4bf6a3,adf17b
98e332,8364f5
fbaa6a,f5e3be
70f037,f1570b
00f7de,8b8c78
58832c,54fae7
0117ea,58db0d
00f7db,581713
0117ec,82b3b6
ba57a2,ba2331
0117ef,44b4ca
366ed8,8031c1
00f7e5,4e9cd1
ae9d54,f86de5
72567e,479530
00f7e6,7a3125
219c90,7f833b
dede53,00f5c3
f37904,b74aa1
0117b2,782aa8
220c6f,c4f676
0117b7,a298a8
21ec69,bb7300
52e8af,6ab648
0f8526,9e6719
d49c14,e4dd09
a0d661,c7b1d5
bd088e,753c7f
9318b0,f14e3a
136fb0,0ba256
de8e83,3a5dc3
063bdb,9af5ad
aeed6b,6a1e7f
0ccef2,ab0c08
cb3621,094297
ea7bda,94c34a
b2f8cf,fb113f
0117a7,b3467d
05e7be,c17647
6e1575,0ad3b8
00f7c0,8c94a3
2ba448,0605d5
b89386,2e4b42
0117d4,0ded9f
8d21be,22dd12
cdfa3e,ac8c67
01f27e,9ed612
0117bb,a9cd8e
0117be,3aabda
00f7b6,2d42c0
36bef4,5aafd1
fdea08,f61e49
6d4eff,1fcf29
324631,546c59
00f7b4,1c9fd2
6e1550,6f2c8e
bc987d,5b0f2e
0117c0,65f988
616b6d,b87250
dd12e8,6be2d4
293af5,34507d
0117c4,250f33
0117c5,762778
0117c9,e368f6
a85a02,53bc20
4c4c52,bd056f
00f7a4,a9de2f
0117ad,ff4fca
0117ac,cb012a
2416f9,5325f1
00f7a0,6cc41f
0117af,d4dc4b
00f7a3,898a63
011909,677ad6
011907,00dcaa
268c65,6dde71
6e150d,57faa2
42ae02,62e09c
ccffda,80b472
0b0542,3d91ca
6375dc,8f34e5
d95788,1beeb2
fb24b6,9eb48f
dfa2bc,2f0e30
12805a,323f80
8f6240,90ae09
c6bcdd,50a59a
80842d,a6c347
c8c94d,4010db
95a8ad,601ace
08484e,de5afd
a5763f,0b981c
2896f0,76fb7e
a5c624,5338dc
d56198,1da8c8
9f466e,207f75
7984dc,cde1c4
00f917,f460d6
ac5d15,a2be86
00f912,11c507
00f910,040c45
01191e,96fd87
011922,5140c1
74e68d,f05694
a57668,4e2a85
00f909,c1c8a4
3484fd,086b90
9558c2,0cdbe5
00f908,d7f42d
616ac7,9f96e1
01190b,d892ea
00f903,b04ca5
38febe,59307d
00f904,80a364
01190e,10c94b
dede5e,1bb2d0
d6f793,ff5dbd
554913,bdc2c1
530964,bf3446
7a01e6,392676
899e6a,839af6
011913,ef0c08
011910,3e2957
011911,8b4f0b
0a3ece,b2e882
011917,688986
d01c00,d95c2e
011915,1c1dee
c97350,6c6ecd
cd7609,3efd41
e2e537,dde182
958e5e,befca7
6aeec0,af23f2
16c628,b4e35b
24180d,5ed1ff
6aeeaf,3212e2
268c9c,e8a0ed
5881ae,b1d523
474cdd,810264
582d94,ef59a8
00f7fb,fd9054
16c631,78c14c
00f7fd,136293
2896b5,05d8a8
557cb9,9ad250
95a8f8,8d9301
d4eaac,30988b
d4b79b,47fed5
03a7c1,e3e36d
ba8d41,a80a55
f6ad87,b4a6e5
e2e517,a856a9
8572ff,d0197d
833410,2a1f33
d5b11d,01dc7e
99039b,4b812b
b10db5,049f66
167655,c5b201
d71750,2abb9e
d3217e,3c551d
735037,9683c3
425e01,5086f4
8c27b2,3050e8
e7d3d7,9fae84
9fca9b,0aff8f
2906b7,57e770
f1bcb4,1f5862
dc4db8,51f6a4
eb40f0,6cb077
5e3121,7434ba
ae67c0,5ce9f8
01173c,b7d863
01173e,a6c1d6
8e6706,586082
dc4df4,023e92
00f734,4d184a
c1ce5d,47e997
5c84ad,17edd6
011743,e52f28
011744,02d02a
011741,84a056
00f71d,7f6290
011747,ce52a1
e543b8,78caa3
011748,b14e08
f96366,45a6f2
fe0adb,3f293c
011746,d4e9d2
00f71a,4b83d6
4edb8c,64586a
fd679d,d66cb9
01172a,b13cb9
01172c,64ddc7
c9712c,6a584f
00f722,cb235a
2990ee,20b41b
5d6afd,ae3914
220bc0,df20cb
64705b,fae031
7495e6,1653a8
00f70e,c416e3
3e7276,e062ef
da646e,c5c71b
3245fd,542abb
011738,eb1e23
216899,e5e66d
011739,4e245e
badb69,79afc8
01175a,51177c
01175d,88af50
01175e,ed21ac
01175b,49c85b
c97172,01446c
af643d,39587d
7505a3,f8d6f6
00f759,30731c
063b72,4ee20f
833574,65f468
00f756,dfd8c4
014aa7,f06ad5
c7319e,27fe78
00f750,187beb
fe614a,47edeb
4a0acc,847470
011766,76b474
9556ef,1f2c17
00f73f,bc87c6
011767,d0fd04
00f73b,4dc664
00f73a,7006c1
01174d,316e70
00f748,153dbe
45b537,416e3a
00f745,1a4c71
00f741,79182c
00f742,738cc1
bd05ef,c99730
011757,d292ce
da648e,cb23ce
00f72a,90c402
5786a1,111ea2
e7d49b,de708a
ed2d37,2f090c
98e180,20dcd2
122a4a,f19dc0
dcf462,50f47d
fbaad9,70ffae
851ec5,8a392c
d954fd,a7fce1
226262,624332
011701,cbbfdc
c148e4,7ffc7c
011707,733826
6bea54,3f1d43
011708,54ca27
0d43c3,006ce9
deddbd,e0b63d
931808,bc976d
25121e,b385c6
6e4a48,e853b9
84fec6,7b940d
3245c7,678122
167589,80d735
5e3188,28dcc3
4a0adb,aece94
f628d3,90fd8e
530829,b3ff20
063b39,00aaae
00f718,45496a
8e675d,7d4cfa
185ef4,4811fb
01171e,46f985
fb5afd,3139f0
00f716,4375be
85c50e,0238fe
00f713,ca79ba
50a823,d40ebb
185eef,2e7b81
011722,71fc07
cd7597,85a650
352b88,72e664
011726,44aca1
011729,d06c53
9f4590,b63dfb
22625f,06946c
95dc79,5355fd
84fedb,9523cf
0605d8,1e4e66
01170d,2e3ebe
01170a,2dfda6
f628ea,3fda31
2f7fae,602a2a
8caab4,1fcfed
5fc79e,b51596
a085f0,cd5781
d954cc,1b2966
011710,cae41d
192546,0d51e1
f3fe6d,a9a8c8
03db3c,71ccff
011715,f1d5e1
011712,e65585
b3f537,cb4e27
011718,02de1c
011719,c8eed1
011717,b75da6
aa1f66,b64a80
05e5b4,306c23
b6a533,f23c35
d9a4a1,bdef34
0ccf24,274ea3
9890e6,7c34ea
8e65de,6f8be2
060755,e41c3c
777b65,290efa
89eeef,065244
27a20a,90f485
00f79e,5f5a43
e209cd,3c79ce
95a815,a5be97
d74a4c,5b3587
09407f,51a8cc
2b567f,116b50
777b52,ca89af
701759,1e7af0
ea7d3a,e2843a
5f76a9,71a7f1
2a100e,262fe4
05e5d5,7fde0c
b3f595,121e54
a0d5f8,c6b7c5
f232dc,265915
f86975,c07a15
fb2791,5d7ac5
05e5cd,9c6719
29087c,bde306
7c444d,aa7455
2d3fe7,8d8a1e
425edc,a4c6d7
122a4f,2e1120
616b32,55ccf5
92f852,086fb2
0a3f55,602e1e
42aec7,4c811d
4a618a,0fde86
00f76b,7b59e2
01177c,e6eaf9
00f76c,d90d73
753b4d,253652
5150bc,d869f1
de59ae,1957d8
728b8c,b4b700
1f6741,1f96e5
fe0b9d,e8fbb2
03a72f,a2f762
00f776,787a7f
011790,1a6012
ac5de1,a5588a
e23f79,57a75c
011784,d5a86f
035752,6d3ceb
00f770,56f085
011785,d8ed26
30e065,cbf9ab
1b1acf,5b494f
de8f21,ed4c77
01176a,b39949
91b230,b61c53
01176b,11a33b
348685,a0ebc5
0b03d5,09bdaa
01176f,0ab5f4
dc19ce,d30ebf
310092,30d59e
00f769,79aae6
f86988,c1cd93
00f765,828645
899ef9,0cf624
58810b,3ccde2
ae9da1,1a68c4
011773,15acee
5150b9,a150d6
00f763,541eb7
93f21b,c90f71
64701c,e5a971
d2260e,bfbe61
2417b4,6df8c7
9d04f7,1d6cce
91b22e,6d253c
01179d,ae2e4c
d50a58,7bf97b
0a3f90,9e5414
e689a3,1ba477
087b43,6253cf
00f798,d3f2d1
7505e2,c57f65
8eb5de,2d3b06
5ffc13,7486a3
00f795,a87d70
00f797,091aaf
b8e518,ca0481
5bd0ba,e1d37d
00f77f,b868df
3bbd2e,9922f9
d4b4e1,fc33f3
01178c,06607a
5dbc2c,5ec7dd
01178d,dd8be2
01178b,780205
39fb52,bbce61
01178e,814b6c
e303af,d0723f
251293,8b1bc7
8a1ab9,13d82c
f3c8a9,b37bf5
00f783,3cec4a
00f784,d500a3
011795,82d22d
dc4f3d,1cf8bb
9900e1,e0ee15
011792,f09cb7
1afaf2,a4c713
c6bc8d,798777
52e6d5,d27d0e
c00360,1eea2f
0116d0,ed1053
aeee46,9157b8
97e84a,b87a7b
e2e44d,469df3
0f2de6,c49fc5
989204,6121d4
00f6ae,fa63ac
0116d8,7c90ef
00f6ab,fc1df1
1bc0de,b32a62
ed2cf9,69d0ee
bce795,2b3693
21ed49,46a190
0116ba,9feece
557bdf,bd2bbe
00f6b9,665d98
00f6b2,5e81f8
00f6b3,34d507
1923ea,f4a9f1
0116c0,c769a3
ae9e59,159d27
0116c2,2f30e2
44ef87,543ed6
0116c8,ecc041
749786,e372c2
0116c6,525852
4f505f,c21384
bf7ab2,e5a4bf
dd13a0,3722d9
0116c9,731c0e
391fa6,39007f
72a78d,aa1063
30917a,0fe7e9
0116af,d66bcb
00f6a7,f5dcde
0116ad,13efab
cfaf62,30d1fb
96a207,280610
6ef035,df7202
00f6a4,153f68
0d447e,81b5d6
00f6e1,6c2dcd
0116f2,2dc8f0
8e9c01,fe4f89
b6a474,24dd20
0116f4,c45892
136ee5,f20701
00f6e0,0b0efc
08cade,de41a9
3dc90c,71fa14
e29496,c0fbd7
95a861,250763
00f6ca,d76a0e
fe0b6f,0140bf
0116de,4f31d7
4f5052,eac57d
c63845,9322fe
910d09,1092e0
00f6d5,60d993
49a8b8,713e29
2e056e,035c68
1a7841,1071b0
582be0,91320b
87af24,f48988
00f6d3,e5f2ca
0116e0,88312a
96520f,269cc5
97e828,cc9121
474f41,8bcd31
00f6be,c50259
b6549d,62e655
6fdff5,c8df3c
1f9c47,a19fed
0116cd,485461
0116ca,78d771
0116cf,7833da
c91c9e,d169ff
ed2cac,b550e0
97e88b,5da62e
d7f040,bb32a6
cabeb1,c2cee8
fd65e7,29398c
edd23f,1e6119
68b4f3,b8db86
75070b,0d24b0
299243,fcc91e
52e7a0,b562e6
badacf,e0abdf
631fbc,83c2a0
3ec1ae,9e1a0d
87af00,be8f89
348720,f19189
069122,5c935b
24f1a0,4ffbf6
7ed2cc,7c5c32
40c3db,a6287c
b1b3ca,5cc2e9
6bb697,41d9ee
54028c,d5c92d
9067f9,9726cd
b799bd,187ef0
c4d1f9,6ec087
bce764,27c8aa
8cac1a,912e12
474f20,6fba80
f16da2,a9f7e9
4323b5,6cee0e
3e71b7,5460d2
79873a,8fede1
a825b3,cc6244
aa1e72,c0d63a
a825b1,141c61
309147,c510ff
021179,49ea95
910d40,c57e64
e78427,634f1e
0116b4,56d878
0116b8,e9bccd
0116b9,bb7220
5a4514,6cfc9d
c4d1e0,c964ec
0f2daa,41b815
dd13fa,fec8b1
0ae48d,5c391f
0116a1,1660ae
dedf45,c31893
0116a5,95f9a6
0116a4,b6025f
0116a8,8b4d3d
da0ea2,b1ff44
bd0752,fc7537
e209b0,abf3d1
97e864,ca3666
fbab60,44a618
f4c42b,f2414c
dcf3e5,2d7b4f
efbbda,23ba65
9a5533,58bfff
21ed8b,aafd38
b8e464,0b4e8c
cfaf41,043889
f8ee16,821792
80d534,70fc09
ecd922,172cda
35d042,c9b8a9
d5b01c,21cb1c
934d2e,22ff9c
aa7418,50a937
30074f,64aff2
7dd8fa,578e6f
3dfcab,43f7ec
5880ed,c0bed5
e7d2d9,dd71d0
934d24,dc9632
89ef75,15e17a
0a3de3,9e481c
4e8b2a,619150
40c3a5,d2e444
30075a,89601b
241908,31fa23
e72e8b,3ab8b0
2bda0b,b1ada2
9557c7,eec874
0210eb,e339de
d5b014,1e547c
11d57b,286a30
50a84f,d32874
450f22,2b5f69
e0a425,7fd7d6
a1812e,f69334
a12acd,0213c4
383034,f63453
5bd224,57e29f
011803,7976ac
011800,a7eb51
011801,d612be
011807,077e44
c00305,8ac588
011805,1271ec
73a16a,aea9fd
42af39,4b3e3b
53e0fc,ad6f1d
87af9b,1e70e2
dedf7a,cf718e
b8e49b,bf277a
c87890,0fea77
89ef61,f3519e
bd9184,35343e
e0545b,f029db
5d3890,06f650
9e7ef8,f8c6ee
03a6c2,672fba
5bd238,ca216e
d7163b,94233c
23f925,fdda60
c9c214,103c70
d7163e,34900a
00f6ef,40e59f
13bee7,2571a4
8823c4,9335f0
0116fa,1f6bf3
9c9577,e1ed41
0116ff,753415
f6ae80,b37510
00f6f8,2db14e
79d5fe,bc6a91
0a946d,484ddb
c73272,f8f927
777aa5,f4b45e
9a558f,876b9e
00f6f4,5d4ee8
425f14,84a5eb
014c56,bcae9d
9e7ee3,edfd86
a1d15d,081411
474dfc,8889f7
1d26df,315bbe
9ce551,69856c
613635,801de0
0116eb,33dde8
ae68c8,dbeb5f
0116ed,ee605b
00f6e9,c825e7
d32058,c4b3ed
00f6e8,852a3c
ae9e48,84796d
39c663,50225b
c241c2,4e454e
f16df4,fadf12
a57745,c818e6
161ed6,5b24f4
5f785d,8e1f65
a1817f,0bdca7
fff678,d4c6c6
00f6ff,0bee8d
3d7973,473ce2
0356ba,8f3a7d
95a7b8,deb0f6
24f1ec,68fcab
9411b4,3bbf8b
1afc7d,9f1695
001821,e10520
c737e9,362948
5545f6,778456
db1945,fb7807
ebd6a4,51acb7
001826,fecc0e
4c1624,146320
0746f5,b3a40a
dea1de,e54d2d
00181a,d8bfcb
00f0ed,b5a61b
00f0ee,4f234b
bb5842,9ae515
00181b,e10526
00181e,0b4898
199ff4,66483d
00f0f9,d06de7
85c650,d5507f
fef611,552236
00f0f4,65d508
fa2671,c32a27
05e0a5,0832e3
00f0f6,49f132
e8d4e6,f53e88
001818,73ac49
001819,4bde09
e39612,7c6dab
0110fb,656161
0110fc,f0aef3
ca2b55,04040b
f5abaf,15d417
0110ef,2b7560
00f0db,f3479d
00f0dd,9e10b8
00f0de,f233a3
f55bf4,895842
00f0da,735578
00180a,644a00
00180b,ea66a4
00180d,838ae1
dfe7fb,fe4908
44b82a,0f9dac
e43a7e,b758e8
001840,1e87a3
001849,54560d
d81753,dbbca0
001845,a22df3
001846,dc10c6
001848,d23b09
28e3f8,c7cd30
00183a,6e7683
c52d45,1c7a65
5ffbd9,a03419
00183d,61f78f
46f815,0eb6e6
00183e,67520c
5fc895,271467
077c73,3ff833
bba80c,5d53aa
46f801,f6127b
00182a,6a174c
00f0fd,f8d109
00f0fe,0a7df1
9d07f9,9568f2
199fe7,d2f8ef
00182c,8dffb0
fa2646,08c9dd
d59afd,14d391
d5b796,36fcc1
d3aac4,55c168
0110d4,b263b6
00f0c1,ecfb8f
00f0c2,4ff7bb
00f0c3,88468f
0110d9,b656ec
79d6a4,1332d4
7a3a4b,6ad636
0110cb,75bc94
0986ef,2229f0
241536,c2184c
0110be,c9848f
f13255,9d1160
c4d7ae,0681ed
00f0ae,f0be40
b68deb,0e993f
0110bc,7b8f52
e40636,70215c
2903b1,a1a674
0110bf,8eaa24
b4f44e,a3ddab
3dfaad,6e3c7e
00f0ab,791399
b5144e,b202c1
00f0b8,c60345
0110d2,5f4a66
0110d3,d881fc
0110d0,161222
00f0b5,ab9a55
916550,704a43
8eedcd,3fe271
00f0b7,d1a8c7
c977e7,dd66ac
dda942,15ca2a
00f0b0,909a68
00f0b2,0b98c9
8cadf4,76c3fd
004c93,4e65aa
0110ad,49e49f
0110aa,2c5264
c977df,3461bb
0110af,37ab9b
72a6cc,69d539
e3964d,d671d6
004c8e,88d7fb
004c8c,6f7d66
00f0a7,4488f9
0110c0,efdb61
0110f8,dfd96a
001805,61f854
00f0e0,fb043e
001807,804d31
00f0e1,e757b7
00f0e2,e7d4d0
49a848,5c3334
a9253d,1cffad
0110ed,9f71ef
001803,bd6df9
0110ea,55d141
0110eb,1a1922
d59acd,488182
0110df,981179
ec8177,4f15a3
7a3a44,b634ea
00f0cb,97668c
ec8170,420fb5
c27d56,160bbc
00f0cd,a14315
0110f1,e53285
d1c174,71dbd0
0110f2,fc1094
0110f3,ba3b05
5785b5,9f0f26
00f0d7,d5b46c
7a04ea,f61fa6
00f0d8,b005fd
c101e3,4b3ce2
0110e9,751e0d
317e1b,9560f0
00f0d0,5271b5
a9254d,6c3e2b
02dc2d,0b8bdb
00f0d1,0e140d
505748,a880f3
0110da,b5451d
00f0bd,911ca8
0110ce,2076ac
6374af,643a23
875fc5,d1dd0e
db198d,acc171
0110cc,9fb8ea
91655b,9d68cc
00f0bc,087fbb
adae06,d9621d
85765a,464801
0110e3,705488
75e0e0,946a2c
50db18,87dc66
004be9,7f1171
01121f,cd0992
aafce2,99a76e
fcea74,6115ec
004be8,af6e48
58803a,d5547e
004bde,01b7d8
cc6b8a,0a9a3c
00f215,0e2de6
011230,94c55e
c247d8,93c8f0
00f218,ead7e2
00f213,cdd8f8
892055,8d5cd9
ba1297,950fd4
011224,adb401
00f210,d1eef0
011225,1da261
1f62fa,4e0aea
f5280e,f6780a
ec8158,6cf981
004bf2,b13cd2
004bf3,ce284a
004bf1,141547
001897,ac96c4
0ed567,3444fc
01120a,8c1b12
001898,1aad0d
75e0d1,ccf9cb
dfe931,f0e0b7
bf0204,9e8733
01120b,47d997
ccbb90,615441
004bcc,0c7d40
00f208,aef019
004bcd,9a1024
cc6b7a,d5bc2d
01120f,cedab0
8e9e96,b1ea23
00f206,967634
011211,f8a0ec
00188f,2890d5
7ed53a,5144ff
011216,29f19d
004bce,a8be34
5d6d42,812b44
b19f58,178cbe
588048,2aa095
00f22b,65ee31
01123a,22eeed
6e15a7,3eb286
8f62ae,ba3dec
011251,06d60f
d35aaf,8099c3
342ced,77a6ac
00f238,e5cdcb
011252,ae25f4
004bfa,5cc811
011250,120b24
00f233,7b79f5
011245,6d4bcc
00f230,697613
011249,458555
00f232,32b2a8
011247,c61581
8f62c2,0a964b
4bf65f,950ee0
01122a,a846c5
01122f,7841d9
a434f1,b81aca
01122d,83de2b
2f7d12,67723c
004bee,488d2e
5c845b,a38ee3
dfe914,a7a2ce
5f77b3,d0d733
4ab02b,317957
fa5a7e,6a81ca
004bea,b7d42a
00f226,eae637
011240,449899
00f227,8f6d80
011241,962c5e
00f228,3978b7
8fb2a8,d2524a
e1da57,52d5b9
00f223,fec5c1
011238,b01be6
011236,540587
7c455f,d95b3a
011239,d9c8ce
8575b6,0dd7ef
91b56e,cf6a39
00f20f,752529
1a1df6,55e4f8
001864,e29e76
004ba5,8d5bee
b20f5f,0fe3ed
001862,f0bccd
004ba4,9433d1
001867,5cebc7
6c0b10,9f0e2c
00185b,8e0c63
00185c,edfd6e
5305cc,64176e
004bb2,f4d20b
0a3a01,376d45
1cada1,07fd3b
004bb1,c53732
00185f,0178e0
686508,735ec6
001854,510953
68650e,552c88
0746ac,80ca5a
391e8d,94e4d3
7e8534,2d5964
fc9a4f,4d6519
001856,b1ab62
5ffd03,878fe1
407222,17b54e
450c51,15cd39
a1863b,bb45f5
836b37,fe616d
7350fc,76c2d4
004ba1,1ebe43
9a5913,58cf81
9de1b3,026a74
001887,252df0
004bc5,8f6d80
001884,9e920f
fd0a63,15af4f
16c041,1a68aa
2f7d44,6935f7
f37287,0aa3c6
5d6d99,f4f63c
011201,09e325
00187f,29217c
0590cc,51aa53
004bbf,62f8c9
f06d12,f35f67
004bd4,e9db6b
004bd5,8495f0
be082b,25a3d3
cec5cf,e8f53e
001874,0366c0
adacf6,f02574
001875,015d39
3d76b5,87f416
001877,96f64b
001871,222782
19eff3,77b929
c0e29c,93cbe8
9d91ad,d1e1dc
004bb5,00c637
004baa,8690eb
d0c796,9f9b5a
c5d313,d9708a
001879,b088bb
fcb4e9,08df2c
d0c792,a7f715
c03d33,bf8263
cf1b35,355c74
00186f,268de2
004bae,52b6c5
f06d22,3d1e95
bb588b,bf548b
00186a,9878a9
00186b,d69a76
533b24,b03689
004bc3,faa89a
7ed523,1b8258
004bc2,5dbb7f
342ca0,9e697f
bd97a3,d327ca
9d3bbb,4cca6e
00f28e,e5db57
0e2ec3,c5ba92
00f28a,8041dd
00f28b,3bb2bc
8ac3bc,5b9101
965594,d7873a
00f299,bd4f2c
1caf80,7da0d5
0017b2,c9cb8a
b1ee70,5c29fa
004d02,62de63
72a89c,d13f0d
bba7ad,b50628
004d00,f7e5e0
0017b8,a977e7
00f291,0698c4
01129a,9cf4bd
f27903,04e49d
0017b4,5d05ff
be07a3,d24959
077bbd,2ca597
5ffd3b,39761a
fc64bd,fc9c11
00f27f,f80405
1c5f98,95a50f
bba7c2,e853b9
812a9a,85a99d
5dbd83,124657
2164c6,1e2419
011299,984787
011297,0dd946
dfe99e,0d091c
69f9c9,d5cc5f
0017a7,75012c
2fcbb5,4a456c
96a568,edcdef
01128a,7f589d
0017a9,ed5f11
65af78,5e1997
00f283,cac87c
01128e,4ae8b8
d32810,b06bcf
98953c,4c1e5b
0017ba,7f2049
004d0b,bf454d
83ba5f,b1f9ad
44b6a8,079750
9d3ba8,928b9a
12bfa8,5b1e39
0017d4,bcaac2
72dbba,13688f
004d27,e46274
004d25,8f6a4e
6cb177,e25a5f
57876c,cacefc
0017d9,71148b
55cae2,ff82aa
00f29e,56e577
c34249,2ab081
f7ed0a,c40cb0
0017c1,c4342a
004d17,0628d7
aac957,f6364d
13360a,c6ddbe
3b6ba9,3b3a1a
daf8be,5b1a72
161a79,b77f3f
0017c8,8e1608
01125e,8fb233
01125f,2c36ce
00f24f,d16a3d
7bcedd,c4746f
126fe0,315f89
00f24a,a92863
bee23b,ddced0
c9fcb4,4cce24
011271,d16219
b898e5,00c5b8
c76cee,5b00f5
011267,3b3531
680f9b,a7486d
011265,b79adc
00f251,340d22
00f252,948cb8
c7bcda,7c8f61
a95a3c,a8a559
00f253,e3b7cf
011268,18c23b
53e16c,0c6e8a
04e84e,e9906b
72586c,143da9
01124d,93d2c3
00f23e,2ae24d
00f23f,634814
219a45,4866c9
ab730b,3f99cf
011263,ee210f
f80d5d,00186e
ec80ff,ebcf8c
00f242,edde02
011257,d2d889
00f243,ddf4e6
cefa60,c74d9e
b2b2e6,2dded2
c2cbb8,911452
e88549,6be30f
ab1cd3,84a31b
00f26f,435eef
e18a3a,a8e82b
00f26c,7c0214
317da2,28931c
aafcba,e0a47f
919a35,3dbef8
011289,3d7c30
b68e50,cccdb7
011287,60ff85
680f7e,c7600c
00f273,d18399
00f275,d8d318
00f272,95c9ba
01127c,5537ef
2d3ba2,19169e
8e9f8b,b6861c
01127a,5314ca
d0785e,539a20
01127b,d6fcd8
00f25f,739b16
00f25b,418e46
7c450c,886456
fef596,6559cb
a1d65a,a0316e
0e2eb6,4df2e4
011285,2f439b
631ed6,d7abd3
28e54e,e8a911
53e13e,04603b
8eb9fa,7381f7
00f269,efa3ad
d0c823,dabbaf
366cca,32c112
00f262,5b2fcf
4c14aa,02c2fd
00f264,92e0a2
00f260,4552c2
00f261,762f41
2ce838,d2b341
00f1a3,5638f3
60befb,32682c
cad05a,8f1164
0111b7,e503db
0497be,58a4d0
004d6f,7ca5d8
004d86,afca9d
e1a55f,f05670
d566b3,f63994
7017eb,a3a395
0111b9,72e6a5
004d81,0ce5bd
15c613,608fb7
23f4e7,ba5c81
004d7f,e357a1
61355e,1543ca
9a8d0d,3a699e
0111a3,425643
0111a0,d13f1b
0111a1,f1ac1c
0111a7,e640aa
0111a4,6a1d87
004d76,536351
c83399,758f19
36bcaa,e0b591
004d74,e5840e
1e69aa,6b4df0
3dc841,e591f2
72a7c1,ed4ebf
c8337f,032834
c27ba7,217159
00f1c4,048bee
00f1c5,6bdee5
0111d3,c7b37a
b8e8e7,14ce36
4c4a2c,89a289
0111d8,8dc412
655f3c,96529b
b7a2a9,557797
5dbcac,c13a37
a7c005,f224c4
f9f87e,bd5e83
07481c,3af018
51510a,8b09d2
00f1aa,7d9472
244a34,b46bab
a6768d,4e005f
a6c67c,f0ef21
530718,c38c7d
8fb423,5f3792
00f1b7,76c949
944a32,3539c7
2a8d42,7cfd10
00f1b5,02dd1e
00f1b6,808067
0111c8,876246
00f1b1,65a9e5
0111c6,2895cb
004d98,1ca058
b2640a,13e491
004d94,a8c3f3
a85ffc,654c66
0111af,0745b9
004d99,6eba4b
0111ad,20bad9
aa797c,ab4737
02dd10,4d4c5e
004d8b,e879a3
00f1a6,694954
0111c1,dc165c
5dbcd6,726c6e
0017de,d46473
f527df,8f4217
5c2e81,dca3c0
5a42eb,1b2fc3
0017f4,a54e1a
5bd360,e03fe2
0017f0,08a227
bc51a7,f668e8
f7b7a5,f7d557
0017f8,d5eddb
bde7be,16c0ba
c00844,458d0e
e3e592,ce7905
004d1e,8f0dcd
161a91,c3a3a8
